longitude,latitude
4.2624711,39.8890135
4.2639454,39.889252
4.2629433,39.8884809
4.2635644,39.8892116
4.2599824,39.886684
4.2598502,39.882101
4.2748382,39.8871285
4.2758035,39.8890688
4.2598682,39.8821141
4.292393,39.8815824
4.2953962,39.8795001
4.2921655,39.881324
4.2937939,39.8792785
4.2950431,39.8793247
4.2806047,39.8122647
4.2799698,39.8117473
4.2807485,39.8120551
3.8365185,39.9879825
3.8402774,39.9889523
3.8934741,40.0066993
3.8918023,40.0031769
4.0551475,40.0462002
4.0546515,40.0486664
4.2090931,39.8718967
4.2091647,39.8719427
4.2092071,39.8718496
4.2218929,39.8762633
4.222245,39.878029
4.2219903,39.8838128
4.2082897,39.8720113
4.2059791,39.8723603
4.1665594,39.8796998
4.1663817,39.8794569
4.2510723,39.8782219
4.2509281,39.879376
4.2591781,39.872785
4.2583099,39.8577922
4.2587108,39.8646928
4.258371,39.8588865
4.2091947,39.872159
4.2360678,39.879391
4.2361151,39.8776406
4.2364475,39.8757106
4.2412281,39.8692063
4.2424018,39.8684983
4.2424854,39.8677636
4.241188,39.8623769
4.24199,39.8602707
4.2420588,39.8579193
4.2411316,39.8538372
4.2408676,39.8455071
4.2403305,39.844596
4.2406949,39.8439275
4.2520087,39.8449828
4.2541095,39.8454655
4.2960438,39.8336541
4.2931313,39.8346623
4.286606,39.835486
4.2468337,39.8224767
4.2504693,39.8242901
4.2512351,39.8257252
4.2523368,39.8317183
4.2526726,39.8330331
4.2566789,39.8395141
4.2581865,39.8395428
4.2434882,39.817845
4.2439199,39.8179743
4.2442651,39.8182793
4.2456028,39.8208161
4.2474376,39.8217358
4.2434262,39.817762
4.2366247,39.8192888
4.2312882,39.8243331
4.2407912,39.8181181
4.2435712,39.817732
4.2435323,39.8169173
4.2436549,39.8168053
4.2428686,39.8164206
4.243502,39.816654
4.2434693,39.8164571
4.281624,39.8173405
4.2822285,39.8147873
4.2590749,39.8736567
4.2593999,39.8733084
4.2594453,39.8735842
4.2593679,39.8736451
4.2598675,39.8823453
4.2595605,39.8823534
4.2595166,39.8821483
4.2598756,39.8823383
4.2593083,39.8788566
4.2594202,39.8787439
4.2595855,39.8787429
4.2744846,39.8467972
4.274909,39.8456279
4.2734328,39.8431777
4.2600408,39.8495029
4.2574101,39.8478094
4.2581865,39.8478401
4.2581015,39.8494095
4.2917075,39.859801
4.2883018,39.8617456
4.2868255,39.8619243
4.258901,39.8600344
4.2589662,39.8613151
4.2590363,39.8591869
4.2794103,39.8555335
4.3009623,39.8380615
4.2999028,39.8354837
4.3001017,39.8357833
4.2994026,39.8397399
4.0688983,39.9614676
4.0699026,39.9618027
4.0775313,39.9576013
4.0338855,39.9178234
4.0424661,39.9301357
4.2615531,39.8393966
4.2708658,39.8575318
4.2539973,39.9316788
4.2677638,39.8623184
4.2648473,39.8659608
4.2649928,39.8707815
4.2662417,39.8741332
4.2669093,39.8750404
4.2663389,39.8754926
4.2658417,39.875519
4.2633643,39.8740264
4.2623873,39.8736772
4.2621094,39.873646
4.2516162,39.943562
4.2530167,39.9444465
4.2760562,39.854375
4.2763978,39.8550234
4.2731933,39.8860298
4.2529177,39.8864641
4.2522248,39.8878841
4.2483071,39.888681
4.246667,39.8845918
4.2458932,39.8859307
4.2679371,39.9493819
4.3002033,39.8354164
4.2983182,39.8317355
4.3018319,39.8359298
4.297189,39.8293757
4.2957605,39.8291879
4.2964932,39.8290588
4.296434,39.828798
4.2929756,39.8293681
4.302404,39.8325125
4.3001718,39.8332775
4.299853,39.8333868
4.3019456,39.8326769
4.3021057,39.8352508
4.3022916,39.8334237
4.298734,39.8330121
4.2997199,39.8384846
4.3007582,39.8385798
4.2997962,39.8379521
4.2998658,39.8374429
4.3011684,39.8375694
4.3003155,39.8341392
4.3025825,39.8340376
4.3002584,39.8347151
4.3023704,39.8346228
4.3000286,39.8363603
4.301627,39.8364653
4.3013929,39.8370443
4.2995832,39.8335098
4.2972259,39.8330799
4.3002782,39.8345823
4.2991317,39.8341702
4.2981456,39.833688
4.3002349,39.8348894
4.2989454,39.834429
4.2979386,39.8339223
4.2968708,39.833223
4.3001918,39.8351804
4.2987747,39.8346864
4.2977274,39.8341736
4.2979685,39.8359333
4.2982126,39.8355526
4.2970371,39.8349708
4.2964116,39.8347073
4.295158,39.8292868
4.2508591,39.8513739
4.2558217,39.8514551
4.2565175,39.8516174
4.2564822,39.8516785
4.2579518,39.8465932
4.2581334,39.8470951
3.9582438,39.9399062
3.9584474,39.9422608
3.9585503,39.9416336
3.9581022,39.9414592
3.9576744,39.9414844
3.9569537,39.9410744
3.9565141,39.9391774
3.957131,39.9389042
3.9572796,39.9389115
3.9609425,39.9425929
3.9603825,39.9425126
3.9605201,39.9419179
3.9551939,39.939653
3.9582751,39.9430324
3.9581806,39.9434302
3.957306,39.9429395
3.9575163,39.9421219
3.956013,39.9410386
3.955842,39.9405715
3.9554927,39.9403953
3.9561781,39.9402496
3.9562586,39.9404867
3.9636461,39.9371557
3.9632549,39.9375358
3.9616301,39.9349981
3.9621288,39.9345543
3.959339,39.9348031
3.9621546,39.9344293
3.95911,39.9348465
3.9592439,39.9349192
3.9629968,39.9369636
3.9650513,39.9386516
3.9653841,39.9384595
3.9654908,39.9383811
3.9664238,39.9397361
3.9654044,39.9393881
3.9658209,39.9394524
3.9658116,39.9396203
3.9660727,39.939517
3.9657801,39.9395818
3.9659434,39.939656
3.9656294,39.9396076
3.9650454,39.9394568
3.9636654,39.93942
3.9637334,39.9397823
3.9638175,39.9398649
3.9612603,39.9389006
3.961003,39.9388648
3.9636432,39.9398497
3.9596735,39.9392871
3.9637377,39.9409156
3.9597056,39.9402344
3.9595133,39.9401972
3.9594622,39.9402381
3.9596831,39.9403659
3.9571039,39.938624
3.9577013,39.9384546
3.957738,39.9384303
3.9579334,39.9379181
3.9688713,39.933234
3.9382055,39.9385694
3.9406948,39.9379953
3.9438033,39.9360514
3.9542569,39.9377868
3.9597428,39.9397898
3.9598647,39.9402955
3.9615412,39.9405974
3.9617803,39.9403785
3.9634866,39.9417919
3.9633393,39.9427621
3.9631845,39.9419007
3.9625236,39.9412174
3.9627094,39.9411027
3.9579612,39.9434359
3.9565852,39.9438472
3.9597475,39.9446058
4.259961,39.8505024
4.2599849,39.8478559
4.2598713,39.8515022
4.0829654,39.9770791
4.0597915,39.9597625
4.056335,39.957841
4.0505418,39.9496048
4.050691,39.9494145
4.0515137,39.9363119
4.0789747,39.9727113
4.0723843,39.9692639
4.0337268,39.9177232
4.0338923,39.9176038
4.0269418,39.9199685
4.0240054,39.9211519
4.1120381,40.0430126
4.1113934,40.0472178
4.1102555,40.0517083
4.1126496,40.0533236
4.1127734,40.0539237
4.1100817,40.0524479
4.1082504,40.0483798
4.1110582,40.0433523
4.1101548,40.0433117
4.109952,40.0432883
4.1101404,40.043565
4.1099377,40.0430883
4.111109,40.0433155
4.1318385,40.0618317
4.1318797,40.0616732
4.1306041,40.0612902
4.1329613,40.061524
4.0683413,39.9016166
4.0641436,39.9039485
4.0657284,39.9029142
4.0632531,39.9045377
4.0656789,39.9025549
4.06844,39.901255
4.0579731,39.9065628
4.0579915,39.906748
4.1321401,40.0586666
4.1313143,40.058079
4.1310713,40.0578698
4.1304539,40.0575162
4.1278312,40.0551809
4.1276562,40.0550284
4.1279012,40.0548966
4.1280087,40.0546772
4.1284123,40.0540671
4.1285132,40.0539122
4.1288112,40.0524775
4.1283175,40.0517204
4.1274105,40.0511242
4.1269494,40.050604
4.1258149,40.0482986
4.1269296,40.0495453
4.1275228,40.0502955
4.127671,40.0502141
4.1300546,40.0547933
4.1304683,40.0555377
4.1302602,40.0547203
4.1300803,40.0544646
4.129832,40.0543169
4.1222847,40.0396348
4.1236037,40.0399937
4.1232005,40.0405422
4.1230896,40.0408722
4.1229027,40.0412527
4.2381623,39.9917674
4.2294837,39.9934672
4.2207707,39.9904837
4.2096089,39.9811044
4.2070916,39.9834134
4.1992654,40.0001491
4.1985934,39.9998306
4.1962886,40.0028385
4.196217,40.0035905
4.2333984,39.9086812
4.1943576,39.9170641
4.1906725,39.9059038
4.1830666,39.9236722
4.1647766,39.929791
4.1641383,39.9254728
4.1636772,39.9276537
4.1364192,39.9493276
4.1062767,39.9664413
4.1029358,39.9759037
4.0946654,39.9837877
4.1341783,39.953727
4.1436357,39.9835871
4.1275047,39.9876304
4.1275625,39.9911963
4.1742278,39.9906838
4.1746556,39.9906774
4.0532301,40.0499959
4.0537141,40.0500076
4.1486295,40.0313195
4.1449104,40.0292412
4.1399903,40.0309756
4.1346959,40.0230237
4.1343683,40.019978
4.1660642,40.0323474
4.1656131,40.0314398
3.9935962,39.985884
3.9758738,39.9783119
3.9774336,39.9768142
3.9709997,39.978319
3.9695164,40.0190015
3.9734049,40.0293323
3.845232,39.9269958
3.8392028,39.9254391
3.8388487,39.9285237
3.8371081,39.9281998
3.8459338,39.9247634
3.8501275,39.9235899
4.013478,39.9863131
4.0130727,39.9862916
4.0094407,39.9829015
4.0120832,39.9849006
4.0125923,39.9845498
4.0119564,39.9839306
4.0114656,39.9842385
4.0124157,39.9826336
4.0111416,39.9821831
4.0100232,39.9818187
4.0132763,39.9851917
4.2662207,39.8589423
4.2579443,39.8514321
4.2580152,39.850422
4.0939447,39.9915327
4.0938229,39.9913761
4.0939253,39.9913037
4.0919357,39.9885155
4.0925324,39.9893326
4.0917826,39.9882116
4.0920698,39.988344
4.0915952,39.988351
4.0923307,39.9878076
4.0927802,39.9878749
4.0931879,39.9880809
4.094579,39.9833939
4.0957206,39.9881665
4.0960299,39.9874488
4.0909092,39.9930914
4.0905758,39.9932557
4.093151,39.9988868
4.0933339,40.0001008
4.0933159,40.0010064
3.9874923,40.0521133
3.9842447,40.0518319
3.9812391,40.0516029
3.9796571,40.0504699
3.9788103,40.0508683
3.8650058,40.0073379
3.8650242,40.0073619
3.8651031,40.0070517
3.8655195,40.0071264
3.8654642,40.007401
3.8654018,40.0074348
3.8650489,40.0078245
3.8646464,40.0093811
3.8645104,40.0105261
3.8640216,40.0140296
3.8640788,40.0143771
3.8641239,40.0145443
3.8635972,40.0145711
3.8636502,40.0143598
3.8637283,40.0143132
3.8676352,40.0165593
3.8765742,40.0210349
3.8935445,40.0323317
3.8955533,40.0323162
3.9181129,40.0366148
3.9210016,40.0378372
3.9207337,40.0429348
3.921076,40.0451491
3.9192473,40.0460967
3.8600556,40.0042686
3.863922,40.0042042
3.8672685,40.0039779
3.8673253,40.0043314
3.8674598,40.0045096
3.8631927,40.0143955
3.8570002,40.0128058
3.8566777,40.0128287
3.8561805,40.0126665
3.8564037,40.0124918
3.8567258,40.0126527
3.8559962,40.0125509
3.8510882,40.0104356
3.8456095,40.0086589
3.8433384,40.0084947
3.8429772,40.0086
3.8425296,40.0086874
3.842479,40.0084183
3.8429398,40.0084045
3.842049,40.0086031
3.8355334,40.0092232
3.8352274,40.0093065
3.8351101,40.0092583
3.8350149,40.009115
3.8351404,40.008911
3.8353203,40.0088739
3.8355414,40.0089728
3.8355761,40.0090297
3.8334154,40.0074556
3.8333185,40.0074009
3.8332985,40.0071447
3.83374,40.0071447
3.8337868,40.0072947
3.8332465,40.006817
3.8315674,40.0040524
3.8310625,40.0037327
3.8310857,40.0034777
3.8313652,40.0034033
3.8314587,40.0034325
3.8315599,40.0037178
3.831026,40.0031771
3.8298573,40.0012321
3.8296836,40.0010045
3.8300484,40.0008778
3.8302827,40.0008965
3.8307701,40.0009388
3.8309727,40.0013084
3.8323197,40.0031802
3.8328679,40.0014617
3.8320326,40.001244
3.8340643,40.0024519
3.8341401,40.0022807
3.835387,40.0017552
3.8358917,40.0028155
3.8361296,40.002719
3.8357472,40.0016711
3.8363506,40.0032054
3.835813,40.0027094
3.8359474,40.0026513
3.8361061,40.0026569
3.8338792,40.0025269
3.8339084,40.0034342
3.8348211,40.0033827
3.8365369,40.00603
3.837508,40.0059035
3.8357029,40.0086708
3.8390571,40.0052817
3.8364801,40.0020163
3.8363251,40.0014617
3.8362946,40.0013526
3.8360958,40.0003664
3.8367575,40.0006264
3.8339859,40.0005411
3.8377327,39.9973328
3.8378726,39.9958122
4.0389311,39.9329268
4.038896,39.9329003
4.0383877,39.9329791
4.0378731,39.9356078
4.2666854,39.9970076
4.3105534,39.8743238
4.3098217,39.874129
3.834524,40.0126365
3.8315068,40.0249497
3.8235717,40.0440183
3.8237784,40.0499852
3.8360145,40.0004877
3.8420422,39.9837501
3.8419432,39.9836385
3.8419871,39.9835303
3.8422288,39.9835026
3.8424263,39.9795986
3.842465,39.9791304
3.8416152,39.9766784
3.842283,39.9795015
3.8412038,39.9795513
3.8410019,39.9796021
3.8404897,39.9774437
3.8408999,39.9782908
3.8397979,39.9783543
3.8395301,39.9768623
3.8395291,39.9754909
3.8394547,39.974679
3.8402612,39.9738469
3.8433055,39.9739933
3.8428775,39.9751724
3.834614,39.9761911
3.8314895,39.9721432
3.8340634,39.9716065
3.8348878,39.9716381
3.8433238,39.9684493
3.8431754,39.9684886
3.8430247,39.9683398
3.8431286,39.9682327
3.8433992,39.9680202
3.8368428,39.968054
3.8339418,39.9659696
3.8331817,39.9648098
3.836529,39.9660872
3.8358007,39.9686685
3.8357586,39.9685311
3.8359685,39.9685341
3.8421652,39.9583771
3.8408922,39.956621
3.8399519,39.9430718
3.8257495,39.9264691
3.8255835,39.9262998
3.8260805,39.9262364
3.8260126,39.9264257
3.8257816,39.9261022
3.8244457,39.9264462
3.8238228,39.9265034
3.823327,39.9268531
3.8231297,39.9278396
3.8212038,39.9273996
3.8215546,39.9262221
3.8229762,39.923689
3.8248098,39.9241512
3.8304589,39.9252864
3.833841,39.9268178
3.8338127,39.9268313
3.833038,39.9271036
3.8325552,39.9275466
3.8335567,39.9278431
3.8336263,39.9284215
3.8340326,39.9293873
3.8346619,39.9292927
3.8347174,39.928485
3.8355266,39.9281938
3.8341657,39.9268476
3.8355428,39.9269654
3.8356116,39.9270267
3.8360427,39.9270871
3.8365528,39.9272385
3.837148,39.9278001
3.8392381,39.9274131
3.8393413,39.9259767
3.8395138,39.9263355
3.8392273,39.9257055
3.8393735,39.9255085
3.8394751,39.925615
3.8392799,39.9251719
3.8395977,39.9242239
3.8419982,39.9268158
3.8449913,39.9269279
3.848683,39.9285101
3.8500601,39.9282369
3.8432435,39.9291797
3.8332967,39.9298878
3.8322137,39.9283102
3.8318799,39.9274904
3.831096,39.9268337
3.8272253,39.9261653
3.8803355,39.9658183
3.8850348,39.9625728
3.8852404,39.962449
3.8852318,39.9598265
3.9078014,39.9425668
3.9101371,39.9391943
3.9106821,39.9387399
3.9116771,39.9378555
3.9143611,39.9342303
3.9148777,39.933516
3.9149252,39.9334431
3.914922,39.9324468
3.9367021,39.9393221
3.9362834,39.9383879
3.935818,39.93663
3.867462,39.9785776
3.8632006,39.9807766
3.8604779,39.9831445
4.0135007,39.9793754
4.011321,39.9833265
4.0108376,39.9829604
4.018018,39.9771722
4.0394648,39.9660627
4.0402688,39.961112
4.050122,39.9452172
4.0501909,39.9450664
4.050346,39.9451019
4.0503149,39.9452485
4.050216,39.9452658
4.0501116,39.9451261
4.0504903,39.9449623
4.0506111,39.9448341
4.0504308,39.9456936
4.0509604,39.949212
4.0506033,39.9500432
4.0508711,39.9495039
4.0507274,39.9497042
4.050857,39.949455
4.0505463,39.9496753
4.0506529,39.9504248
4.0498351,39.9471055
4.0491301,39.9463402
4.0476945,39.9462695
4.0471969,39.9462001
4.0493059,39.9433903
4.0479534,39.9441644
4.0467774,39.9449634
4.0470384,39.9453339
4.045579,39.9431027
4.0455122,39.9430412
4.0434182,39.9419706
4.0431606,39.9411219
4.0427483,39.9398294
4.0402054,39.9375415
4.144895,39.9337957
4.1447811,39.9339409
4.145041,39.9338511
4.1450344,39.9339655
4.1449956,39.9339952
4.1450406,39.9358852
4.1428906,39.9374393
4.1411886,39.9363638
4.1411706,39.9362541
4.1413479,39.936216
4.1414722,39.9362825
4.1414216,39.9363757
4.1391628,39.9384626
4.139101,39.9389313
4.1387309,39.9373255
4.1386365,39.935868
4.1387185,39.9361007
4.1385254,39.9362253
4.138401,39.9360986
4.1390054,39.9356307
4.138823,39.9352706
4.1389142,39.9350258
4.1389504,39.9349376
4.1442983,39.9270326
4.1666865,39.8794216
4.1664063,39.8796515
4.1664759,39.8793966
4.0398337,39.9157448
4.0415233,39.9154135
4.0446203,39.9136222
4.0453401,39.9142208
4.0450528,39.9144841
4.0382409,39.9169713
4.0331121,39.9177102
4.0341161,39.9182692
4.2173544,39.9513013
4.226965,39.9573427
4.2317583,39.95319
4.2305074,39.9502529
4.2276533,39.9273497
4.2563146,39.9967902
4.2529657,39.9933373
4.2543747,39.992471
4.2548018,39.9921669
4.2684105,39.9498535
4.2687773,39.9498289
4.2688035,39.9498663
4.2705532,39.9499913
4.2705045,39.9506407
4.2704531,39.9508262
4.2701113,39.9508123
4.2699109,39.9508037
4.2697782,39.9507838
4.2693281,39.9507705
4.26895,39.9505781
4.2688582,39.9504506
4.2679111,39.9499534
4.2679932,39.9496423
4.2662664,39.946022
4.2667941,39.9445129
4.2653291,39.9398209
4.2534961,39.9319323
4.1905313,39.9052459
4.1944239,39.9026009
4.2002784,39.8937669
4.2086592,39.8733519
4.2076065,39.8734424
4.2075862,39.8732873
4.2071694,39.8721702
4.1844486,39.8764264
4.1846838,39.8763376
4.1843268,39.8762196
4.1982838,39.8572068
4.1972521,39.8514013
4.193946,39.8370707
4.1935908,39.8361526
4.1934242,39.8354506
4.1933137,39.8353107
4.1971117,39.8331925
4.1972427,39.8346954
4.1958874,39.8348288
4.2067765,39.8363783
4.2071927,39.8363346
